,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Day,Month,Year,Weekdays,Time_Of_The_Day
2378,Jet Airways,2019-03-24,Kolkata,Banglore,CCU → MUM → BLR,19:45:00,09:15:00,810,1.0,In-flight meal not included,11134,24,3,2019,Sunday,Evening
2379,Jet Airways,2019-03-21,Delhi,Cochin,DEL → MUM → COK,13:00:00,18:50:00,350,1.0,In-flight meal not included,6540,21,3,2019,Thursday,Afternoon
2380,Multiple carriers,2019-06-06,Delhi,Cochin,DEL → MUM → COK,06:40:00,19:15:00,755,1.0,No info,7354,6,6,2019,Thursday,Morning
2381,Air India,2019-06-24,Delhi,Cochin,DEL → JAI → MUM → COK,12:00:00,07:40:00,1180,2.0,No info,9548,24,6,2019,Monday,Afternoon
2382,Vistara,2019-05-01,Kolkata,Banglore,CCU → DEL → BLR,07:10:00,10:45:00,1655,1.0,No info,9187,1,5,2019,Wednesday,Morning
2383,IndiGo,2019-05-09,Delhi,Cochin,DEL → HYD → COK,07:35:00,12:10:00,275,1.0,No info,5054,9,5,2019,Thursday,Morning
2384,Air India,2019-06-09,Kolkata,Banglore,CCU → DEL → BLR,10:00:00,20:25:00,625,1.0,No info,10413,9,6,2019,Sunday,Morning
2385,IndiGo,2019-05-27,Kolkata,Banglore,CCU → BLR,21:25:00,00:05:00,160,0.0,No info,4804,27,5,2019,Monday,Night
2386,IndiGo,2019-06-15,Mumbai,Hyderabad,MUM → HYD,06:25:00,07:55:00,90,0.0,No info,4049,15,6,2019,Saturday,Morning
2387,Multiple carriers,2019-06-27,Delhi,Cochin,DEL → MUM → COK,19:00:00,01:30:00,390,1.0,No info,6795,27,6,2019,Thursday,Evening
2388,Air India,2019-03-21,Kolkata,Banglore,CCU → BLR,20:45:00,23:20:00,155,0.0,No info,4435,21,3,2019,Thursday,Evening
2389,Jet Airways,2019-06-12,Kolkata,Banglore,CCU → MUM → BLR,16:30:00,04:40:00,730,1.0,In-flight meal not included,6224,12,6,2019,Wednesday,Afternoon
2390,IndiGo,2019-06-12,Kolkata,Banglore,CCU → BLR,20:20:00,22:55:00,155,0.0,No info,4804,12,6,2019,Wednesday,Evening
2391,IndiGo,2019-04-15,Delhi,Cochin,DEL → HYD → COK,05:05:00,16:10:00,665,1.0,No info,6171,15,4,2019,Monday,Night
2392,IndiGo,2019-06-03,Delhi,Cochin,DEL → MUM → COK,11:25:00,21:00:00,575,1.0,No info,6093,3,6,2019,Monday,Morning
2393,IndiGo,2019-04-12,Kolkata,Banglore,CCU → BLR,17:15:00,19:50:00,155,0.0,No info,4174,12,4,2019,Friday,Afternoon
2394,IndiGo,2019-05-06,Mumbai,Hyderabad,MUM → HYD,02:35:00,04:05:00,90,0.0,No info,3342,6,5,2019,Monday,Night
2395,Multiple carriers,2019-06-03,Delhi,Cochin,DEL → MUM → COK,10:00:00,21:00:00,660,1.0,No info,13587,3,6,2019,Monday,Morning
2396,Jet Airways,2019-05-21,Delhi,Cochin,DEL → MUM → COK,21:50:00,04:25:00,395,1.0,No info,16079,21,5,2019,Tuesday,Night
2397,IndiGo,2019-04-18,Delhi,Cochin,DEL → COK,05:35:00,08:50:00,195,0.0,No info,6015,18,4,2019,Thursday,Night
2398,Jet Airways,2019-05-24,Kolkata,Banglore,CCU → DEL → BLR,17:00:00,19:10:00,1570,1.0,No info,13067,24,5,2019,Friday,Afternoon
2399,Multiple carriers,2019-05-15,Delhi,Cochin,DEL → MUM → COK,04:55:00,12:35:00,460,1.0,No info,9103,15,5,2019,Wednesday,Night
2400,Jet Airways,2019-05-24,Kolkata,Banglore,CCU → DEL → BLR,20:25:00,23:35:00,1630,1.0,No info,14151,24,5,2019,Friday,Evening
2401,Jet Airways,2019-03-27,Delhi,Cochin,DEL → IXC → MUM → COK,06:20:00,18:50:00,750,2.0,No info,11538,27,3,2019,Wednesday,Morning
2402,IndiGo,2019-03-09,Delhi,Cochin,DEL → HYD → MAA → COK,08:35:00,21:20:00,765,2.0,No info,8146,9,3,2019,Saturday,Morning
2403,Air India,2019-05-06,Kolkata,Banglore,CCU → HYD → BLR,19:00:00,04:40:00,580,1.0,No info,6117,6,5,2019,Monday,Evening
2404,Jet Airways,2019-03-03,Delhi,Cochin,DEL → MUM → COK,02:15:00,04:25:00,1570,1.0,No info,17024,3,3,2019,Sunday,Night
2405,Jet Airways,2019-03-01,Banglore,New Delhi,BLR → MUM → DEL,14:05:00,07:40:00,1055,1.0,1 Long layover,22270,1,3,2019,Friday,Afternoon
2406,Jet Airways,2019-06-09,Kolkata,Banglore,CCU → DEL → BLR,20:25:00,21:05:00,1480,1.0,No info,12692,9,6,2019,Sunday,Evening
2407,Vistara,2019-06-12,Kolkata,Banglore,CCU → DEL → BLR,07:10:00,20:20:00,790,1.0,No info,8610,12,6,2019,Wednesday,Morning
2408,Multiple carriers,2019-06-24,Delhi,Cochin,DEL → HYD → COK,07:10:00,22:30:00,920,1.0,No info,6723,24,6,2019,Monday,Morning
2409,Vistara,2019-05-12,Banglore,Delhi,BLR → DEL,17:00:00,19:35:00,155,0.0,No info,4878,12,5,2019,Sunday,Afternoon
2410,Jet Airways,2019-03-06,Banglore,New Delhi,BLR → MUM → DEL,20:35:00,07:40:00,665,1.0,No info,16736,6,3,2019,Wednesday,Evening
2411,Jet Airways,2019-03-24,Kolkata,Banglore,CCU → MUM → BLR,13:55:00,09:15:00,1160,1.0,In-flight meal not included,11134,24,3,2019,Sunday,Afternoon
2412,IndiGo,2019-05-03,Banglore,Delhi,BLR → DEL,04:00:00,06:50:00,170,0.0,No info,3943,3,5,2019,Friday,Night
2413,Multiple carriers,2019-06-12,Delhi,Cochin,DEL → MUM → COK,09:00:00,21:00:00,720,1.0,No info,13587,12,6,2019,Wednesday,Morning
2414,Jet Airways,2019-03-06,Delhi,Cochin,DEL → IDR → MUM → COK,05:25:00,04:25:00,1380,2.0,No info,16914,6,3,2019,Wednesday,Night
2415,SpiceJet,2019-05-18,Mumbai,Hyderabad,MUM → HYD,22:45:00,00:15:00,90,0.0,No check-in baggage included,1965,18,5,2019,Saturday,Night
2416,Multiple carriers,2019-05-09,Delhi,Cochin,DEL → MUM → COK,13:00:00,21:00:00,480,1.0,No info,8073,9,5,2019,Thursday,Afternoon
2417,IndiGo,2019-06-03,Banglore,Delhi,BLR → DEL,13:00:00,15:50:00,170,0.0,No info,3943,3,6,2019,Monday,Afternoon
2418,IndiGo,2019-05-12,Kolkata,Banglore,CCU → HYD → BLR,15:15:00,20:05:00,290,1.0,No info,5170,12,5,2019,Sunday,Afternoon
2419,GoAir,2019-05-15,Banglore,Delhi,BLR → DEL,11:40:00,14:30:00,170,0.0,No info,3398,15,5,2019,Wednesday,Morning
2420,Air Asia,2019-04-18,Kolkata,Banglore,CCU → BLR,10:20:00,12:55:00,155,0.0,No info,4409,18,4,2019,Thursday,Morning
2421,Jet Airways,2019-06-21,Banglore,Delhi,BLR → DEL,17:45:00,20:45:00,180,0.0,No info,8541,21,6,2019,Friday,Afternoon
2422,IndiGo,2019-03-21,Banglore,New Delhi,BLR → DEL,04:00:00,06:50:00,170,0.0,No info,4777,21,3,2019,Thursday,Night
2423,SpiceJet,2019-03-18,Kolkata,Banglore,CCU → BLR,22:20:00,00:40:00,140,0.0,No info,3847,18,3,2019,Monday,Night
2424,Jet Airways,2019-04-01,Kolkata,Banglore,CCU → MUM → BLR,18:55:00,12:00:00,1025,1.0,In-flight meal not included,7064,1,4,2019,Monday,Evening
2425,Vistara,2019-05-27,Banglore,Delhi,BLR → DEL,21:00:00,23:50:00,170,0.0,No info,4668,27,5,2019,Monday,Night
2426,SpiceJet,2019-03-18,Mumbai,Hyderabad,MUM → HYD,22:45:00,00:10:00,85,0.0,No check-in baggage included,1965,18,3,2019,Monday,Night
2427,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → MUM → BLR,06:30:00,16:20:00,590,1.0,No info,14781,21,5,2019,Tuesday,Morning
2428,IndiGo,2019-06-15,Mumbai,Hyderabad,MUM → HYD,09:10:00,10:40:00,90,0.0,No info,4049,15,6,2019,Saturday,Morning
2429,Jet Airways,2019-05-18,Kolkata,Banglore,CCU → MUM → BLR,18:55:00,08:15:00,800,1.0,No info,13584,18,5,2019,Saturday,Evening
2430,Jet Airways,2019-05-18,Delhi,Cochin,DEL → MUM → COK,20:55:00,12:35:00,940,1.0,In-flight meal not included,12373,18,5,2019,Saturday,Evening
2431,Jet Airways,2019-05-27,Delhi,Cochin,DEL → MUM → COK,16:00:00,19:00:00,1620,1.0,No info,16079,27,5,2019,Monday,Afternoon
2432,Jet Airways,2019-05-24,Banglore,Delhi,BLR → DEL,08:20:00,11:20:00,180,0.0,No info,7229,24,5,2019,Friday,Morning
2433,Jet Airways,2019-03-06,Banglore,New Delhi,BLR → MUM → DEL,21:25:00,21:20:00,1435,1.0,No info,17471,6,3,2019,Wednesday,Night
2434,Jet Airways,2019-05-12,Kolkata,Banglore,CCU → MUM → BLR,06:30:00,16:20:00,590,1.0,No info,14781,12,5,2019,Sunday,Morning
2435,Jet Airways,2019-06-09,Kolkata,Banglore,CCU → MUM → BLR,06:30:00,19:50:00,800,1.0,No info,14571,9,6,2019,Sunday,Morning
2436,Multiple carriers,2019-05-18,Delhi,Cochin,DEL → MUM → COK,03:50:00,12:35:00,525,1.0,No info,10197,18,5,2019,Saturday,Night
2437,SpiceJet,2019-06-01,Delhi,Cochin,DEL → BLR → COK,17:55:00,22:50:00,295,1.0,No info,5975,1,6,2019,Saturday,Afternoon
2438,Multiple carriers,2019-04-09,Delhi,Cochin,DEL → MUM → COK,17:45:00,01:30:00,465,1.0,No info,8535,9,4,2019,Tuesday,Afternoon
2439,Multiple carriers,2019-03-27,Delhi,Cochin,DEL → MUM → COK,09:55:00,21:00:00,665,1.0,No info,12537,27,3,2019,Wednesday,Morning
2440,Air India,2019-05-24,Kolkata,Banglore,CCU → BLR,20:45:00,23:20:00,155,0.0,No info,4145,24,5,2019,Friday,Evening
2441,IndiGo,2019-03-15,Mumbai,Hyderabad,MUM → HYD,09:10:00,10:40:00,90,0.0,No info,4049,15,3,2019,Friday,Morning
2442,Air Asia,2019-05-09,Kolkata,Banglore,CCU → DEL → BLR,22:40:00,10:40:00,720,1.0,No info,5192,9,5,2019,Thursday,Night
2443,Air India,2019-05-09,Banglore,Delhi,BLR → DEL,21:05:00,23:55:00,170,0.0,No info,6121,9,5,2019,Thursday,Night
2444,Air India,2019-06-24,Delhi,Cochin,DEL → MUM → COK,03:50:00,19:15:00,925,1.0,No info,8669,24,6,2019,Monday,Night
2445,Multiple carriers,2019-05-18,Delhi,Cochin,DEL → MUM → COK,06:00:00,19:15:00,795,1.0,No info,8476,18,5,2019,Saturday,Morning
2446,SpiceJet,2019-06-21,Mumbai,Hyderabad,MUM → HYD,05:45:00,07:15:00,90,0.0,No check-in baggage included,2647,21,6,2019,Friday,Night
2447,Jet Airways,2019-06-06,Delhi,Cochin,DEL → MUM → COK,20:55:00,19:00:00,1325,1.0,No info,14714,6,6,2019,Thursday,Evening
2448,Air India,2019-03-06,Delhi,Cochin,DEL → BLR → COK,20:30:00,08:15:00,705,1.0,No info,10566,6,3,2019,Wednesday,Evening
2449,Jet Airways,2019-06-15,Delhi,Cochin,DEL → MUM → COK,11:30:00,19:00:00,450,1.0,In-flight meal not included,10262,15,6,2019,Saturday,Morning
2450,Multiple carriers,2019-03-21,Delhi,Cochin,DEL → MUM → COK,10:00:00,01:35:00,935,1.0,No info,8098,21,3,2019,Thursday,Morning
2451,Multiple carriers,2019-03-27,Delhi,Cochin,DEL → MUM → COK,10:00:00,21:00:00,660,1.0,No info,6883,27,3,2019,Wednesday,Morning
2452,Multiple carriers,2019-06-15,Delhi,Cochin,DEL → MUM → COK,10:00:00,19:15:00,555,1.0,No info,16108,15,6,2019,Saturday,Morning
2453,SpiceJet,2019-03-18,Kolkata,Banglore,CCU → BLR,17:15:00,19:45:00,150,0.0,No check-in baggage included,4413,18,3,2019,Monday,Afternoon
2454,Jet Airways,2019-06-01,Delhi,Cochin,DEL → NAG → MUM → COK,14:35:00,12:35:00,1320,2.0,In-flight meal not included,10919,1,6,2019,Saturday,Afternoon
2455,IndiGo,2019-05-09,Kolkata,Banglore,CCU → BLR,21:25:00,00:05:00,160,0.0,No info,4804,9,5,2019,Thursday,Night
2456,Jet Airways,2019-06-06,Kolkata,Banglore,CCU → DEL → BLR,20:25:00,10:55:00,870,1.0,In-flight meal not included,10539,6,6,2019,Thursday,Evening
2457,IndiGo,2019-03-09,Banglore,New Delhi,BLR → DEL,22:20:00,01:10:00,170,0.0,No info,4377,9,3,2019,Saturday,Night
2458,Air India,2019-06-06,Banglore,Delhi,BLR → DEL,06:10:00,08:55:00,165,0.0,No info,6961,6,6,2019,Thursday,Morning
2459,Multiple carriers,2019-05-27,Delhi,Cochin,DEL → MUM → COK,13:00:00,21:00:00,480,1.0,No info,7408,27,5,2019,Monday,Afternoon
2460,IndiGo,2019-05-09,Banglore,Delhi,BLR → DEL,18:55:00,21:50:00,175,0.0,No info,4823,9,5,2019,Thursday,Evening
2461,IndiGo,2019-03-21,Kolkata,Banglore,CCU → BLR,14:20:00,16:55:00,155,0.0,No info,5198,21,3,2019,Thursday,Afternoon
2462,Jet Airways,2019-06-01,Delhi,Cochin,DEL → MUM → COK,17:30:00,19:00:00,1530,1.0,In-flight meal not included,10262,1,6,2019,Saturday,Afternoon
2463,Vistara,2019-04-27,Banglore,Delhi,BLR → DEL,17:00:00,19:35:00,155,0.0,No info,5613,27,4,2019,Saturday,Afternoon
2464,Jet Airways,2019-06-12,Delhi,Cochin,DEL → MUM → COK,20:55:00,04:25:00,450,1.0,In-flight meal not included,10262,12,6,2019,Wednesday,Evening
2465,IndiGo,2019-05-03,Mumbai,Hyderabad,MUM → HYD,09:10:00,10:40:00,90,0.0,No info,5755,3,5,2019,Friday,Morning
2466,Vistara,2019-05-21,Chennai,Kolkata,MAA → CCU,07:05:00,09:20:00,135,0.0,No info,3687,21,5,2019,Tuesday,Morning
2467,Jet Airways,2019-06-03,Mumbai,Hyderabad,MUM → HYD,19:35:00,21:05:00,90,0.0,No info,5678,3,6,2019,Monday,Evening
2468,Multiple carriers,2019-03-21,Delhi,Cochin,DEL → MUM → COK,18:15:00,01:35:00,440,1.0,No info,13542,21,3,2019,Thursday,Evening
2469,Jet Airways,2019-03-21,Delhi,Cochin,DEL → MUM → COK,19:15:00,18:50:00,1415,1.0,No info,12347,21,3,2019,Thursday,Evening
2470,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → DEL → BLR,09:35:00,19:10:00,575,1.0,In-flight meal not included,12384,21,5,2019,Tuesday,Morning
2471,Jet Airways,2019-04-09,Delhi,Cochin,DEL → JAI → MUM → COK,05:30:00,04:25:00,1375,2.0,No info,10909,9,4,2019,Tuesday,Night
2472,IndiGo,2019-06-03,Banglore,Delhi,BLR → DEL,16:55:00,19:55:00,180,0.0,No info,4823,3,6,2019,Monday,Afternoon
2473,IndiGo,2019-06-12,Delhi,Cochin,DEL → MUM → COK,16:00:00,21:00:00,300,1.0,No info,6069,12,6,2019,Wednesday,Afternoon
2474,Jet Airways,2019-05-21,Delhi,Cochin,DEL → MUM → COK,16:00:00,19:00:00,1620,1.0,In-flight meal not included,12898,21,5,2019,Tuesday,Afternoon
2475,IndiGo,2019-06-15,Kolkata,Banglore,CCU → BLR,04:40:00,07:15:00,155,0.0,No info,4804,15,6,2019,Saturday,Night
2476,Jet Airways,2019-03-24,Kolkata,Banglore,CCU → MUM → BLR,08:25:00,04:45:00,1220,1.0,In-flight meal not included,10031,24,3,2019,Sunday,Morning
2477,IndiGo,2019-06-09,Delhi,Cochin,DEL → HYD → COK,07:35:00,22:30:00,895,1.0,No info,6442,9,6,2019,Sunday,Morning
2478,Air India,2019-05-21,Delhi,Cochin,DEL → JAI → MUM → COK,12:00:00,07:40:00,1180,2.0,No info,9653,21,5,2019,Tuesday,Afternoon
2479,Vistara,2019-06-09,Kolkata,Banglore,CCU → DEL → BLR,17:00:00,20:20:00,1640,1.0,No info,8610,9,6,2019,Sunday,Afternoon
2480,Jet Airways,2019-06-12,Delhi,Cochin,DEL → MUM → COK,14:00:00,19:00:00,300,1.0,No info,14714,12,6,2019,Wednesday,Afternoon
2481,Air India,2019-03-01,Banglore,New Delhi,BLR → AMD → DEL,00:30:00,23:55:00,1405,1.0,1 Long layover,12599,1,3,2019,Friday,Night
2482,Multiple carriers,2019-05-09,Delhi,Cochin,DEL → MUM → COK,04:55:00,19:00:00,845,1.0,No info,9103,9,5,2019,Thursday,Night
2483,Jet Airways,2019-05-21,Delhi,Cochin,DEL → MUM → COK,22:50:00,04:25:00,335,1.0,In-flight meal not included,12898,21,5,2019,Tuesday,Night
2484,SpiceJet,2019-06-06,Mumbai,Hyderabad,MUM → HYD,05:45:00,07:15:00,90,0.0,No check-in baggage included,2647,6,6,2019,Thursday,Night
2485,Jet Airways,2019-03-03,Mumbai,Hyderabad,MUM → HYD,07:10:00,08:35:00,85,0.0,No info,5678,3,3,2019,Sunday,Morning
2486,Jet Airways,2019-05-18,Delhi,Cochin,DEL → MUM → COK,19:15:00,12:35:00,1040,1.0,In-flight meal not included,12373,18,5,2019,Saturday,Evening
2487,SpiceJet,2019-03-27,Kolkata,Banglore,CCU → BLR,17:15:00,19:45:00,150,0.0,No info,3847,27,3,2019,Wednesday,Afternoon
2488,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → DEL → BLR,17:00:00,18:00:00,1500,1.0,No info,14151,21,5,2019,Tuesday,Afternoon
2489,Jet Airways,2019-03-06,Delhi,Cochin,DEL → MUM → COK,08:00:00,04:25:00,1225,1.0,In-flight meal not included,13843,6,3,2019,Wednesday,Morning
2490,Jet Airways,2019-05-18,Banglore,Delhi,BLR → DEL,15:15:00,18:10:00,175,0.0,No info,7229,18,5,2019,Saturday,Afternoon
2491,Jet Airways,2019-06-18,Mumbai,Hyderabad,MUM → HYD,02:55:00,04:20:00,85,0.0,In-flight meal not included,4995,18,6,2019,Tuesday,Night
2492,Jet Airways,2019-06-06,Delhi,Cochin,DEL → MUM → COK,20:55:00,04:25:00,450,1.0,In-flight meal not included,10262,6,6,2019,Thursday,Evening
2493,Jet Airways,2019-05-09,Delhi,Cochin,DEL → JAI → MUM → COK,05:30:00,04:25:00,1375,2.0,In-flight meal not included,13029,9,5,2019,Thursday,Night
2494,Jet Airways,2019-03-09,Delhi,Cochin,DEL → MUM → COK,19:15:00,04:25:00,550,1.0,In-flight meal not included,14053,9,3,2019,Saturday,Evening
2495,Jet Airways,2019-03-01,Banglore,New Delhi,BLR → MUM → DEL,16:55:00,07:40:00,885,1.0,1 Long layover,26890,1,3,2019,Friday,Afternoon
2496,SpiceJet,2019-04-01,Kolkata,Banglore,CCU → BLR,17:10:00,19:40:00,150,0.0,No check-in baggage included,3841,1,4,2019,Monday,Afternoon
2497,Air India,2019-03-01,Banglore,New Delhi,BLR → VGA → DEL,10:30:00,22:55:00,745,1.0,No info,11003,1,3,2019,Friday,Morning
2498,Vistara,2019-04-09,Banglore,Delhi,BLR → DEL,11:30:00,14:20:00,170,0.0,No info,5403,9,4,2019,Tuesday,Morning
2499,Multiple carriers,2019-03-03,Delhi,Cochin,DEL → MUM → COK,08:00:00,18:50:00,650,1.0,No info,15342,3,3,2019,Sunday,Morning
2500,Air India,2019-06-12,Kolkata,Banglore,CCU → DEL → COK → BLR,20:30:00,13:45:00,1035,2.0,No info,12224,12,6,2019,Wednesday,Evening
2501,IndiGo,2019-03-15,Chennai,Kolkata,MAA → CCU,19:35:00,21:55:00,140,0.0,No info,6297,15,3,2019,Friday,Evening
2502,SpiceJet,2019-05-01,Kolkata,Banglore,CCU → IXB → BLR,15:55:00,21:25:00,330,1.0,No info,8844,1,5,2019,Wednesday,Afternoon
2503,Multiple carriers,2019-06-01,Delhi,Cochin,DEL → MUM → COK,14:00:00,01:30:00,690,1.0,No info,13377,1,6,2019,Saturday,Afternoon
2504,GoAir,2019-03-09,Banglore,New Delhi,BLR → DEL,20:55:00,23:50:00,175,0.0,No info,5706,9,3,2019,Saturday,Evening
2505,Air India,2019-06-12,Delhi,Cochin,DEL → MUM → COK,21:00:00,07:40:00,640,1.0,No info,8372,12,6,2019,Wednesday,Night
2506,IndiGo,2019-05-27,Delhi,Cochin,DEL → MUM → COK,06:40:00,21:00:00,860,1.0,No info,6526,27,5,2019,Monday,Morning
2507,IndiGo,2019-06-01,Banglore,Delhi,BLR → DEL,16:55:00,19:45:00,170,0.0,No info,4823,1,6,2019,Saturday,Afternoon
2508,IndiGo,2019-06-24,Mumbai,Hyderabad,MUM → HYD,16:55:00,18:25:00,90,0.0,No info,3175,24,6,2019,Monday,Afternoon
2509,Multiple carriers,2019-05-06,Delhi,Cochin,DEL → MUM → COK,09:00:00,19:00:00,600,1.0,No info,10407,6,5,2019,Monday,Morning
2510,IndiGo,2019-04-18,Banglore,Delhi,BLR → DEL,04:00:00,06:50:00,170,0.0,No info,4423,18,4,2019,Thursday,Night
2511,Vistara,2019-05-09,Kolkata,Banglore,CCU → DEL → BLR,17:00:00,20:20:00,1640,1.0,No info,9555,9,5,2019,Thursday,Afternoon
2512,Jet Airways,2019-04-01,Kolkata,Banglore,CCU → MUM → BLR,16:30:00,16:20:00,1430,1.0,No info,12681,1,4,2019,Monday,Afternoon
2513,Jet Airways,2019-06-06,Kolkata,Banglore,CCU → MUM → BLR,14:05:00,04:40:00,875,1.0,No info,13059,6,6,2019,Thursday,Afternoon
2514,Jet Airways,2019-05-09,Kolkata,Banglore,CCU → MUM → BLR,16:30:00,10:05:00,1055,1.0,In-flight meal not included,8586,9,5,2019,Thursday,Afternoon
2515,GoAir,2019-04-06,Banglore,Delhi,BLR → DEL,20:55:00,23:40:00,165,0.0,No info,3419,6,4,2019,Saturday,Evening
2516,SpiceJet,2019-06-03,Kolkata,Banglore,CCU → BLR,17:10:00,19:40:00,150,0.0,No info,3873,3,6,2019,Monday,Afternoon
2517,Air India,2019-06-06,Kolkata,Banglore,CCU → DEL → BLR,10:00:00,20:25:00,625,1.0,No info,10203,6,6,2019,Thursday,Morning
2518,Jet Airways,2019-05-27,Delhi,Cochin,DEL → JAI → MUM → COK,19:30:00,04:25:00,535,2.0,In-flight meal not included,13029,27,5,2019,Monday,Evening
2519,Jet Airways,2019-05-15,Kolkata,Banglore,CCU → MUM → BLR,16:30:00,22:35:00,365,1.0,In-flight meal not included,10844,15,5,2019,Wednesday,Afternoon
2520,Jet Airways,2019-03-24,Kolkata,Banglore,CCU → MUM → BLR,18:55:00,08:10:00,795,1.0,In-flight meal not included,11134,24,3,2019,Sunday,Evening
2521,Vistara,2019-06-12,Kolkata,Banglore,CCU → DEL → BLR,20:20:00,18:50:00,1350,1.0,No info,8610,12,6,2019,Wednesday,Evening
2522,IndiGo,2019-04-15,Kolkata,Banglore,CCU → BLR,20:20:00,22:55:00,155,0.0,No info,4174,15,4,2019,Monday,Evening
2523,Jet Airways,2019-03-09,Banglore,New Delhi,BLR → MUM → DEL,08:00:00,09:30:00,1530,1.0,In-flight meal not included,11087,9,3,2019,Saturday,Morning
2524,SpiceJet,2019-06-18,Banglore,Delhi,BLR → DEL,21:10:00,00:05:00,175,0.0,No info,3971,18,6,2019,Tuesday,Night
2525,Jet Airways,2019-04-09,Delhi,Cochin,DEL → MUM → COK,07:05:00,19:00:00,715,1.0,No info,17531,9,4,2019,Tuesday,Morning
2526,SpiceJet,2019-06-06,Banglore,Delhi,BLR → DEL,05:55:00,08:35:00,160,0.0,No check-in baggage included,3573,6,6,2019,Thursday,Night
2527,Air India,2019-05-01,Kolkata,Banglore,CCU → MUM → BLR,09:25:00,07:55:00,1350,1.0,No info,8366,1,5,2019,Wednesday,Morning
2528,Air India,2019-03-03,Kolkata,Banglore,CCU → BLR,14:15:00,16:45:00,150,0.0,No info,13885,3,3,2019,Sunday,Afternoon
2529,Multiple carriers,2019-06-09,Delhi,Cochin,DEL → IXU → MUM → COK,17:50:00,01:30:00,460,2.0,No info,18485,9,6,2019,Sunday,Afternoon
2530,Air Asia,2019-04-27,Kolkata,Banglore,CCU → BLR,19:55:00,22:25:00,150,0.0,No info,4409,27,4,2019,Saturday,Evening
2531,Vistara,2019-05-01,Kolkata,Banglore,CCU → DEL → BLR,20:20:00,23:25:00,1625,1.0,No info,8085,1,5,2019,Wednesday,Evening
2532,Multiple carriers,2019-06-06,Delhi,Cochin,DEL → MUM → COK,17:30:00,01:30:00,480,1.0,No info,13377,6,6,2019,Thursday,Afternoon
2533,Air India,2019-05-21,Delhi,Cochin,DEL → UDR → MUM → COK,13:20:00,07:40:00,1100,2.0,No info,13538,21,5,2019,Tuesday,Afternoon
2534,Multiple carriers,2019-03-06,Delhi,Cochin,DEL → MUM → COK,19:00:00,01:35:00,395,1.0,No info,15147,6,3,2019,Wednesday,Evening
2535,Jet Airways,2019-05-27,Banglore,Delhi,BLR → DEL,11:10:00,14:05:00,175,0.0,In-flight meal not included,4030,27,5,2019,Monday,Morning
2536,Multiple carriers,2019-06-06,Delhi,Cochin,DEL → MUM → COK,08:00:00,19:15:00,675,1.0,No info,14848,6,6,2019,Thursday,Morning
2537,Jet Airways,2019-03-18,Banglore,New Delhi,BLR → MUM → DEL,22:50:00,08:15:00,565,1.0,No info,13555,18,3,2019,Monday,Night
2538,Air India,2019-05-18,Delhi,Cochin,DEL → HYD → MAA → COK,07:05:00,09:25:00,1580,2.0,No info,10975,18,5,2019,Saturday,Morning
2539,Jet Airways,2019-05-21,Delhi,Cochin,DEL → JAI → MUM → COK,09:40:00,12:35:00,1615,2.0,In-flight meal not included,13029,21,5,2019,Tuesday,Morning
2540,Jet Airways,2019-05-12,Kolkata,Banglore,CCU → MUM → BLR,08:25:00,09:20:00,1495,1.0,In-flight meal not included,9663,12,5,2019,Sunday,Morning
2541,Jet Airways,2019-06-01,Mumbai,Hyderabad,MUM → HYD,10:20:00,11:50:00,90,0.0,In-flight meal not included,4050,1,6,2019,Saturday,Morning
2542,Jet Airways,2019-06-03,Delhi,Cochin,DEL → MUM → COK,17:30:00,04:25:00,655,1.0,No info,14714,3,6,2019,Monday,Afternoon
2543,Air India,2019-03-01,Banglore,New Delhi,BLR → VGA → HYD → DEL,10:30:00,21:25:00,655,2.0,No info,11213,1,3,2019,Friday,Morning
2544,Jet Airways,2019-04-09,Banglore,Delhi,BLR → DEL,06:00:00,08:45:00,165,0.0,In-flight meal not included,4544,9,4,2019,Tuesday,Morning
2545,SpiceJet,2019-06-15,Kolkata,Banglore,CCU → BLR,09:00:00,11:25:00,145,0.0,No info,3873,15,6,2019,Saturday,Morning
2546,Multiple carriers,2019-04-09,Delhi,Cochin,DEL → MUM → COK,13:00:00,21:00:00,480,1.0,No info,12537,9,4,2019,Tuesday,Afternoon
2547,Jet Airways,2019-05-06,Kolkata,Banglore,CCU → DEL → BLR,09:35:00,19:10:00,575,1.0,No info,13067,6,5,2019,Monday,Morning
